celula_i,celula_j,tau_b,p_nao_corrigido
az-em2021-folgada,az-realjan-alta,0.8909090909090909,1.3728555395222063e-05
az-em2021-folgada,az-realjan-folgada,0.8073734277593311,0.0005907573118657001
az-em2021-folgada,az-realjun-alta,0.8909090909090909,1.3728555395222063e-05
az-em2021-folgada,az-realjun-folgada,0.8073734277593311,0.0005907573118657001
az-em2021-folgada,geo3-az-realjun-folgada,0.6363636363636364,0.005707170915504249
az-em2021-folgada,geo3-go-realjun-folgada,0.7454545454545454,0.000759529822029822
az-em2021-folgada,go-anticorr-alta,0.6000000000000001,0.00994553671637005
az-em2021-folgada,go-anticorr-folgada,0.8440722199302098,0.0003281542287518693
az-em2021-folgada,go-em2021-alta,0.7454545454545454,0.000759529822029822
az-em2021-folgada,go-em2021-folgada,0.7454545454545454,0.000759529822029822
az-em2021-folgada,go-flat-alta,0.5983660736054126,0.011757284886714786
az-em2021-folgada,go-flat-folgada,0.4113766756037212,0.0832645166635504
az-em2021-folgada,go-realjan-alta,0.8181818181818182,0.00013227513227513228
az-em2021-folgada,go-realjan-folgada,0.8440722199302098,0.0003281542287518693
az-em2021-folgada,go-realjun-alta,0.8181818181818182,0.00013227513227513228
az-em2021-folgada,go-realjun-folgada,0.8440722199302098,0.0003281542287518693
az-em2021-folgada,hetcap-az-anticorr-folgada,0.8440722199302098,0.0003281542287518693
az-em2021-folgada,hetcap-az-realjun-folgada,0.8545454545454545,4.624619207952541e-05
az-em2021-folgada,net100-az-anticorr-folgada,0.697277051246695,0.0030042622393982835
az-em2021-folgada,net100-az-realjun-alta,0.8909090909090909,1.3728555395222063e-05
az-em2021-folgada,net100-az-realjun-folgada,0.8073734277593311,0.0005907573118657001
az-em2021-folgada,net100-go-realjun-folgada,0.8440722199302098,0.0003281542287518693
az-em2021-folgada,pue-az-realjun-folgada,0.8440722199302098,0.0003281542287518693
az-em2021-folgada,pue-go-realjun-folgada,0.8440722199302098,0.0003281542287518693
az-flat-alta,az-flat-folgada,0.6538461538461539,0.006803470965228415
az-flat-alta,az-realjan-alta,0.5609681940050744,0.018182160586921
az-flat-alta,az-realjan-folgada,0.6416236526819376,0.00725984493499793
az-flat-alta,az-realjun-alta,0.5609681940050744,0.018182160586921
az-flat-alta,az-realjun-folgada,0.6416236526819376,0.00725984493499793
az-flat-alta,geo3-az-realjun-folgada,0.7853554716071041,0.0009442132801877965
az-flat-alta,geo3-go-realjun-folgada,0.3739787960033829,0.11535073302213321
az-flat-alta,go-anticorr-alta,0.41137667560372115,0.0832645166635504
az-flat-alta,go-anticorr-folgada,0.6038810848771178,0.01151197352047887
az-flat-alta,go-em2021-alta,0.48617243480439776,0.04066111501703063
az-flat-alta,go-em2021-folgada,0.41137667560372115,0.0832645166635504
az-flat-alta,go-flat-alta,0.6538461538461539,0.006803470965228415
az-flat-alta,go-flat-folgada,0.3846153846153847,0.11139608921819043
az-flat-alta,go-realjan-alta,0.5609681940050744,0.018182160586921
az-flat-alta,go-realjan-folgada,0.6038810848771178,0.01151197352047887
az-flat-alta,go-realjun-alta,0.5609681940050744,0.018182160586921
az-flat-alta,go-realjun-folgada,0.6038810848771178,0.01151197352047887
az-flat-alta,hetcap-az-anticorr-folgada,0.6793662204867575,0.004474629307395965
